codigo,pergunta,Ano
P00612,Leite,2019
P00613,"Amendoim, castanha de caju ou castanha do Brasil/Pará",2019
P00614,ONTEM o(a) Sr(a) tomou ou comeu:Refrigerante,2019
P00615,Suco de fruta em caixinha ou lata ou refresco em pó.,2019
P00616,Bebida achocolatada ou iogurte com sabor.,2019
P00617,Salgadinho de pacote ou biscoito/bolacha salgado.,2019
P00618,Biscoito/bolacha doce ou recheado ou bolo de pacote.,2019
P00619,"Sorvete, chocolate, gelatina, flan ou outra sobremesa industrializada.",2019
P00620,"Salsicha, linguiça, mortadela ou presunto.",2019
P00621,"Pão de forma, de cachorro-quente ou de hambúrguer.",2019
P00622,"Margarina, maionese, ketchup ou outros molhos industrializados.",2019
P00623,"Macarrão instantâneo, sopa de pacote, lasanha congelada ou outro prato congelado comprado pronto industrilizado.",2019
P00901,"Em quantos dias da semana, o(a) Sr(a) costuma comer pelo menos um tipo de verdura ou legume (sem contar batata, mandioca, cará ou inhame) como alface, tomate, couve, cenoura, chuchu, berinjela, abobrinha?",2019
P01001,"Em geral, o(a) Sr(a) costuma comer esse tipo de verdura ou legume:",2019
P01101,"Em quantos dias da semana o(a) Sr(a) costuma comer carne vermelha (boi, porco, cabrito, bode, ovelha etc.)?",2019
P013,Em quantos dias da semana o(a) Sr(a) costuma comer frango/galinha?,2019
P015,Em quantos dias da semana o(a) Sr(a) costuma comer peixe?,2019
P01601,Em quantos dias da semana o(a) Sr(a) costuma tomar suco de fruta natural (incluída a polpa de fruta congelada)?,2019
P018,Em quantos dias da semana o(a) Sr(a) costuma comer frutas?,2019
P019,"Em geral, quantas vezes por dia o(a) Sr(a) come frutas?",2019
P02001,Em quantos dias da semana o(a) Sr(a) costuma tomar suco de caixinha/lata ou refresco em pó ?,2019
P02002,Em quantos dias da semana o(a) Sr(a) costuma tomar refrigerante?,2019
P02101,Que tipo de suco de caixinha/lata ou refresco em pó o(a) Sr(a) costuma tomar? (Ler as opções de resposta),2019
P02102,Que tipo de refrigerante o(a) Sr(a) costuma tomar?,2019
P023,"Em quantos dias da semana o(a) Sr(a) costuma tomar leite? (de origem animal: vaca, cabra, búfala etc.)",2019
P02401,Que tipo de leite o(a) Sr(a) costuma tomar?,2019
P02501,"Em quantos dias da semana o(a) Sr(a) costuma comer alimentos doces como biscoito/bolacha recheado, chocolate, gelatina, balas e outros?",2019
P02601,"Considerando a comida preparada na hora e os alimentos industrializados, o(a) Sr(a) acha que o seu consumo de sal é:",2019
P02602,"Em quantos dias da semana o(a) Sr(a) costuma substituir a refeição do almoço por lanches rápidos como sanduíches, salgados, pizza, cachorro quente, etc?",2019
P027,Com que frequência o(a) Sr(a) costuma consumir alguma bebida alcoólica?,2019
P02801,Quantos dias por semana o(a) Sr(a) costuma consumir alguma bebida alcoólica?,2019
P029,"Em geral, no dia que o(a) Sr(a) bebe, quantas doses de bebida alcoólica o(a) Sr(a) consome?",2019
P03001,"Nos últimos doze meses, quando consumiu bebida alcoólica, o(a) Sr(a) dirigiu logo depois de beber?",2019
P03201,"Nos últimos trinta dias, o(a) Sr(a) chegou a consumir cinco ou mais doses de bebida alcoólica em uma única ocasião?",2019
P03202,"Quando isso ocorreu, qual foi o número máximo de doses consumido em uma única ocasião?",2019
P03301,"Nos últimos doze meses, quantas vezes o(a) Sr(a) deixou de trabalhar, realizar afazeres domésticos, ir à escola, curso ou faculdade, fazer compras, etc. porque bebeu demais?",2019
P03302,"Nos últimos doze meses, quantas vezes, depois/após ter bebido, o(a) Sr(a) não conseguiu lembrar o que aconteceu?",2019
P03303,"Nos últimos doze meses, algum parente, amigo ou profissional de saúde disse que você estava bebendo demais ou para você parar de beber?",2019
P034,"Nos últimos três meses, o(a) Sr(a) praticou algum tipo de exercício físico ou esporte?",2019
P035,Quantos dias por semana o(a) Sr(a) costuma (costumava)praticar exercício físico ou esporte?,2019
P036,Qual o exercício físico ou esporte que o(a) Sr(a) pratica (praticava) com mais frequência? (Anotar apenas o primeiro citado),2019
P03701,"Em geral, no dia que o(a) Sr(a) pratica exercício ou esporte, quanto tempo em horas dura essa atividade? Horas",2019
P03702,"Em geral, no dia que o(a) Sr(a) pratica (praticava) exercício ou esporte, quanto tempo em minutos dura essa atividade?Minutos",2019
P038,"No seu trabalho, o(a) Sr(a) anda bastante a pé?",2019
P039,"No seu trabalho, o(a) Sr(a) faz faxina pesada, carrega peso ou faz outra atividade pesada que requer esforço físico intenso?",2019
P03904,"Em uma semana normal, em quantos dias, o(a) Sr(a) anda bastante a pé ou faz essas atividades pesadas ou que requerem esforço físico no seu trabalho?",2019
P03905,"Em um dia normal, quanto tempo o(a) Sr(a) passa andando bastante a pé ou realizando essas atividades pesadas ou que requerem esforço físico no seu trabalho?Horas",2019
P03906,"Em um dia normal, quanto tempo o(a) Sr(a) passa andando bastante a pé ou realizando atividades essas atividades pesadas ou que requerem esforço físico no seu trabalho? Minutos",2019
P040,"Para ir ou voltar do trabalho, o(a) Sr(a) faz algum trajeto a pé ou de bicicleta?",2019
P04001,Quantos dias por semana o(a) Sr(a) faz algum trajeto a pé ou bicicleta?,2019
P04101,"Quanto tempo o(a) Sr(a) gasta, por dia, para percorrer este trajeto a pé ou de bicicleta, considerando a ida e a volta do trabalho?Horas",2019
P04102,"Quanto tempo o(a) Sr(a) gasta, por dia, para percorrer este trajeto a pé ou de bicicleta, considerando a ida e a volta do trabalho?Minutos",2019
P042,"Nas suas atividades habituais (tais como ir a algum curso, escola ou clube ou levar alguém a algum curso, escola ou clube), quantos dias por semana o(a) Sr(a) faz alguma atividade que envolva deslocamento a pé ou bicicleta? (Exceto o trabalho)",2019
P04301,"No dia em que o(a) Sr(a) faz essa(s) atividade(s), quanto tempo o(a) Sr(a) gasta no deslocamento a pé ou de bicicleta, considerando Ida e Volta?Horas",2019
P04302,"No dia em que o(a) Sr(a) faz essa(s) atividade(s), quanto tempo o(a) Sr(a) gasta no deslocamento a pé ou de bicicleta, considerando Ida e Volta?Minutos",2019
P044,"Nas suas atividades domésticas, o(a) Sr(a) faz faxina pesada, carrega peso ou faz outra atividade pesada que requer esforço físico intenso? (não considerar atividade doméstica remunerada)",2019
P04401,"Em uma semana normal, nas suas atividades domésticas, em quantos dias o(a) Sr(a) faz faxina pesada ou realiza atividades que requerem esforço físico intenso? (não considerar atividade doméstica remunerada)",2019
P04405,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso? (não considerar atividade doméstica remunerada) Horas",2019
P04406,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso?",2019
P04501,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",2019
P04502,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",2019
P046,"Perto do seu domicílio, existe algum lugar público (praça, parque, rua fechada, praia) para fazer caminhada, realizar exercício ou praticar esporte?",2019
P04701,O(A) Sr(a) conhece algum programa público de estímulo à prática de atividade física no seu município?,2019
P04801,O(A) Sr(a) participa desse programa público de estímulo à prática de atividade física no seu município?,2019
P04902,Qual o principal motivo de não participar?,2019
P050,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",2019
P051,"E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente?",2019
P052,"E no passado, o(a) Sr(a) fumou algum produto do tabaco?",2019
P053,Que idade o(a) Sr(a) tinha quando começou a fumar produto de tabaco diariamente?,2019
P05401,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",2019
P05402,Quantos por dia,2019
P05403,Quantos por semana,2019
P05404,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",2019
P05405,Quantos por dia,2019
P05406,Quantos por semana,2019
P05407,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",2019
P05408,Quantos por dia,2019
P05409,Quantos por semana,2019
P05410,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",2019
P05411,Quantos por dia,2019
P05412,Quantos por semana,2019
P05413,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",2019
P05414,Quantos por dia,2019
P05415,Quantos por semana,2019
P05416,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",2019
P05417,Quantos por dia,2019
P05418,Quantos por semana,2019
P05419,"Em média, quanto fuma por dia ou por semana Outro",2019
P05421,Quantos por dia,2019
P05422,Quantos por semana,2019
P055,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,2019
P056,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",2019
P05601,Quantidade de cigarros,2019
P05602,Quantidade de maços,2019
P05603,Quantos cigarros havia em cada maço?,2019
P05604,Quantidade de pacotes,2019
P05605,Quantos maços havia em cada pacote?,2019
P057,"No total, quanto o(a) Sr(a) pagou por essa compra?",2019
P058,"Em média, quantos cigarros industrializados o(a) Sr(a) fumava por dia ou por semana?",2019
P05801,Quantos por dia,2019
P05802,Quantos por semana,2019
P05901,Número de anos que parou de fumar,2019
P05902,Número de meses que parou de fumar,2019
P05903,Número de semanas que parou de fumar,2019
P05904,Número de dias que parou de fumar,2019
P05905,"Nos últimos doze meses, durante algum atendimento, por médico ou outro profissional de saúde, foi perguntado se o(a) Sr(a) fumava?",2019
P05906,"Nos últimos doze meses, durante algum desses atendimentos o(a) Sr(a) foi aconselhado a parar de fumar?",2019
P060,"Durante os últimos doze meses, o(a) Sr(a) tentou parar de fumar?",2019
P06101,"Durante os últimos doze meses, quando o(a) Sr(a) tentou parar de fumar, usou aconselhamento por profissional de saúde incluindo unidades de saúde que oferecem tratamento para parar de fumar?",2019
P06102,O(A) Sr(a) pagou algum valor por esse aconselhamento?,2019
P06103,Esse aconselhamento foi feito pelo SUS?,2019
P06104,"Durante os últimos 12 meses, quando o Sr(a) tentou parar de fumar, usou medicamento(s) que auxilia( m) as pessoas no processo de deixar de fumar, tais como adesivo, pastilha, spray, inalador, goma de mascar, bupropiona, champix/vareniclina, nortriptilina,",2019
P06105,O(A) Sr(a) pagou algum valor por esse(s) medicamento(s)?,2019
P06106,Algum desses medicamentos foi obtido em serviço público de saúde?,2019
P06302,"Durante os últimos 12 meses, por que o(a) Sr(a) não usou nem aconselhamento nem medicamento para tentar parar de fumar?",2019
P067,"ATUALMENTE, o (a) Sr (a) masca fumo, usa rapé ou algum outro produto do tabaco que não faz fumaça?",2019
P06701,"O(a) Sr(a) usa aparelhos eletrônicos com nicotina líquida ou folha de tabaco picado (cigarro eletrônico, narguilé eletrônico, cigarro aquecido ou outro dispositivo eletrônico para fumar ou vaporizar)?",2019
P068,Com que frequência alguém fuma dentro do seu domicílio?,2019
P069,"Nos últimos trinta dias, o(a) Sr(a) viu alguma propaganda ou anúncio de cigarros nos pontos de venda de cigarros?",2019
P06901,"Nos últimos 30 dias, o(a) Sr(a) viu alguma propaganda ou anúncio de cigarros na internet, incluindo redes sociais (Facebook, Instagram, Twitter, WhatsApp, YouTube, Snapchat etc)?",2019
P07004,Viu ou ouviu informações nos jornais ou revistas?,2019
P07005,Viu ou ouviu informações na televisão?,2019
P07006,Viu ou ouviu informações no rádio?,2019
P07007,"Viu ou ouviu informações na internet, incluindo redes sociais?",2019
P07101,"Nos últimos trinta dias, viu alguma foto ou advertência sobre os riscos de fumar nos maços de cigarros?",2019
P07201,"NOS ÚLTIMOS 30 DIAS, as advertências nos maços de cigarro que o(a) Sr(a) viu o levaram a pensar em parar de fumar?",2019
Q00101,Quando foi a última vez que o (a) Sr(a) teve sua pressão arterial medida?,2019
Q00201,Algum médico já lhe deu o diagnóstico de hipertensão arterial (pressão alta)?,2019
Q00202,Essa hipertensão arterial (pressão alta) ocorreu apenas durante algum período de gravidez?,2019
Q003,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de hipertensão arterial (pressão alta)?,2019
Q00401,O(A) Sr(a) vai ao médico/serviço de saúde regularmente para acompanhamento da hipertensão arterial (pressão alta) ?,2019
Q00502,Qual o principal motivo do(a) Sr (a) não visitar o médico/serviço de saúde regularmente para acompanhamento da hipertensão arterial (pressão alta)?,2019
Q00503,Algum médico já lhe receitou algum medicamento para a hipertensão arterial (pressão alta)?,2019
Q00601,"Nas duas últimas semanas, o(a) Sr(a) tomou os medicamentos para controlar a hipertensão arterial (pressão alta)?",2019
Q00602,Qual o principal motivo para o(a) Sr(a) não ter tomado os medicamentos receitados para a hipertensão arterial (pressão alta)?,2019
Q00801,Algum dos medicamentos para hipertensão arterial foi obtido no “Aqui tem farmácia popular”?,2019
Q009,Algum dos medicamentos para hipertensão arterial foi obtido em serviço público de saúde?,2019
Q010,O(A) Sr(a) pagou algum valor pelos medicamentos?,2019
Q01101,Quando foi a última vez que o(a) Sr(a) recebeu atendimento médico por causa da hipertensão arterial?,2019
Q01202,"Na última vez que recebeu atendimento médico para hipertensão arterial, onde o(a) Sr(a) foi atendido?",2019
Q014,"O(A) Sr(a) pagou algum valor por este atendimento? (Entrevistador: Se o(a) entrevistado(a) responder que pagou mas teve reembolso total, marque a opção 2)",2019
Q015,Esse atendimento foi feito pelo SUS?,2019
Q016,"Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?",2019
Q017,"Na última consulta, o médico viu os exames das consultas passadas?",2019
Q018010,Orientações para manter uma alimentação saudável,2019
Q018011,Manter o peso adequado,2019
Q018012,Ingerir menos sal,2019
Q018013,Praticar atividade física regular,2019
Q018014,Não fumar,2019
Q018015,Não beber em excesso,2019
Q018016,Fazer o acompanhamento regular com profissional de saúde,2019
Q018017,"Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan, liang gong ou alguma outra prática integrativa e complementar",2019
Q01910,Foi pedido exame de sangue?,2019
Q019101,Realizou o exame de sangue?,2019
Q01911,Foi pedido exame de urina?,2019
Q019111,Realizou o exame de urina?,2019
Q01912,Foi pedido eletrocardiograma?,2019
Q019121,Realizou o eletrocardiograma?,2019
Q01913,Foi pedido teste de esforço?,2019
Q019131,Realizou o teste de esforço?,2019
Q022,"Em algum dos atendimentos para hipertensão arterial, houve encaminhamento para alguma consulta com médico especialista, tais como cardiologista ou nefrologista?",2019
Q02301,O(A) Sr(a) foi às consultas com o médico especialista?,2019
Q026,Alguma vez o(a) Sr(a) se internou por causa da hipertensão ou de alguma complicação?,2019
Q02701,Há quanto tempo foi a última internação por causa da hipertensão ou de alguma complicação?,2019
Q028,"Em geral, em que grau a hipertensão ou alguma complicação da hipertensão limita as suas atividades habituais (como trabalhar, estudar, realizar afazeres domésticos etc.)?",2019
Q02901,"Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir a glicemia, isto é, o açúcar no sangue?",2019
Q03001,Algum médico já lhe deu o diagnóstico de diabetes?,2019
Q03002,Esse diabetes ocorreu apenas durante algum período de gravidez?,2019
Q031,Que idade o(a) Sr(a) tinha no primeiro diagnóstico do diabetes?,2019
Q03201,O(A) Sr(a) vai ao médico/serviço de saúde regularmente para acompanhamento do diabetes?,2019
Q03302,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente para acompanhamento do diabetes?,2019
Q03303,Algum médico já lhe receitou algum medicamento oral para o diabetes?,2019
Q03403,"Nas duas últimas semanas, por causa do diabetes, o(a) Sr(a) tomou os medicamentos orais para baixar o açúcar ?",2019
Q03404,Qual o principal motivo de ___ não ter tomado todos os medicamentos orais receitados para controlar o diabetes?,2019
Q03601,Algum dos medicamentos orais para diabetes foi obtido no “Aqui tem Farmácia Popular”?,2019
Q03701,Algum dos medicamentos orais para diabetes foi obtido em serviço público de saúde?,2019
Q03801,O(A) Sr(a) pagou algum valor pelos medicamentos orais para diabetes?,2019
Q03802,Algum médico já lhe receitou insulina para controlar o Diabetes?,2019
Q03803,Usou a insulina receitada na última prescrição?,2019
Q03804,Qual o principal motivo de ___não ter usado a insulina para controlar o diabetes?,2019
Q03805,A insulina foi obtida no Aqui tem Farmácia Popular (PFP)?,2019
Q03806,A insulina foi obtida em serviço público de saúde?,2019
Q03807,O(A) Sr(a) pagou pela insulina para controlar o diabetes?,2019
Q03901,Quando foi a última vez que o(a) Sr(a) recebeu atendimento médico por causa do diabetes?,2019
Q04002,"Na última vez que recebeu atendimento médico para diabetes, onde o(a) Sr(a) foi atendido?",2019
Q042,O(A) Sr(a) pagou algum valor por esse atendimento?,2019
Q043,Esse atendimento foi feito pelo SUS?,2019
Q044,"Na última consulta, o médico que o(a) atendeu era o mesmo das consultas anteriores?",2019
Q045,"Na última consulta, o médico viu os exames das consultas passadas?",2019
Q046011,Orientações para manter uma alimentação saudável,2019
Q046012,Manter o peso adequado,2019
Q046013,Praticar atividade física regular,2019
Q046014,Não fumar,2019
Q046015,Não beber em excesso,2019
Q046016,Diminuir o consumo de massas e pães,2019
Q046017,"Evitar o consumo de açúcar, bebidas açucaradas e doces",2019
Q046018,Medir a glicemia em casa,2019
Q046019,Examinar os pés regularmente,2019
Q046020,"Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan, liang gong ou alguma outra prática integrativa e complementar",2019
Q046021,Fazer acompanhamento regular com profissional de saúde,2019
Q04707,Foi pedido Glicemia (açúcar no sangue) ?,2019
Q047071,Realizou o exame?,2019
Q04708,Foi pedido Hemoglobina glicada?,2019
Q047081,Realizou o exame?,2019
Q04709,Foi pedido curva glicêmica?,2019
Q047091,Realizou o exame?,2019
Q04710,Foi pedido exame de urina?,2019
Q047101,Realizou o exame?,2019
Q04711,Foi pedido colesterol e/ou triglicerídeos?,2019
Q047111,Realizou o exame?,2019
Q050,"Em algum dos atendimentos para diabetes, houve encaminhamento para alguma consulta com médico especialista, tal como cardiologista, endocrinologista, nefrologista ou oftalmologista?",2019
Q05101,O(A) Sr(a) foi às consultas com médico especialista?,2019
Q05301,Quando foi a última vez que realizaram um exame de vista ou fundo de olho em que dilataram sua pupila?,2019
Q05401,Quando foi a última vez que um médico ou profissional de saúde examinou seus pés para verificar sensibilidade ou presença de feridas ou irritações?,2019
Q055011,Problemas na vista,2019
Q055012,Infarto ou AVC (Acidente Vascular cerebral) /derrame ou outro problema circulatório,2019
Q055013,Problema nos rins,2019
Q055014,"Úlcera/ferida nos pés ou amputação de membros (pés, pernas, mãos ou braços)",2019
Q055015,Coma diabético,2019
Q055016,Outro (Especifique),2019
Q056,Alguma vez o(a) Sr(a) se internou por causa do diabetes ou de alguma complicação?,2019
Q05701,Há quanto tempo foi a última internação por causa do diabetes ou de alguma complicação?,2019
Q058,"Em geral, em que grau o diabetes ou alguma complicação do diabetes limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q05901,Quando foi a última vez que o(a) Sr(a) fez exame de sangue para medir o colesterol e triglicerídeos?,2019
Q060,Algum médico já lhe deu o diagnóstico de colesterol alto?,2019
Q061,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de colesterol alto?,2019
Q06207,Recomendação para manter uma alimentação saudável,2019
Q06208,Recomendação para manter o peso adequado,2019
Q06209,Recomendação para praticar atividade física regular,2019
Q06210,Recomendação para tomar medicamentos,2019
Q06211,Recomendação para não fumar,2019
Q06212,Recomendação para fazer acompanhamento regular com profissional de saúde,2019
Q06306,"Algum médico já lhe deu o diagnóstico de uma doença do coração, tal como infarto, angina, insuficiência cardíaca ou outra?",2019
Q06307,Infarto,2019
Q06308,Angina,2019
Q06309,Insuficiência cardíaca,2019
Q06310,Arritmia,2019
Q06311,Outra,2019
Q064,Que idade o(a) Sr(a) tinha no primeiro diagnóstico da doença do coração?,2019
Q06506,Faz atualmente por causa da doença do coração: Dieta?,2019
Q06507,Faz atualmente por causa da doença do coração: prática de atividade física regular?,2019
Q06508,Faz atualmente por causa da doença do coração: toma medicamentos regularmente?,2019
Q06509,Faz atualmente por causa da doença do coração acompanhamento regular?,2019
Q06601,O(A) Sr(a) já fez alguma cirurgia de ponte de safena ou cateterismo com colocação de stent ou angioplastia?,2019
Q067,"Em geral, em que grau a doença do coração limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q068,Algum médico já lhe deu o diagnóstico de AVC (Acidente Vascular Cerebral) ou derrame?,2019
Q070,Que idade o(a) Sr(a) tinha no primeiro diagnóstico do derrame (ou AVC)?,2019
Q07208,Faz atualmente por causa do derrame (ou AVC) Dieta?,2019
Q07209,Faz atualmente por causa do derrame (ou AVC) Fisioterapia?,2019
Q07210,Faz atualmente por causa do derrame (ou AVC) Outras terapias de reabilitação?,2019
Q07211,Faz atualmente por causa do derrame (ou AVC) Toma aspirina regularmente?,2019
Q07212,Faz atualmente por causa do derrame (ou AVC) Toma outros medicamentos?,2019
Q07213,Faz acompanhamento regular com profissional de saúde?,2019
Q073,"Em geral, em que grau o derrame (ou AVC) limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q074,Algum médico já lhe deu o diagnóstico de asma (ou bronquite asmática)?,2019
Q075,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de asma?,2019
Q076,"Nos últimos doze meses, o(a) Sr(a) teve alguma crise de asma?",2019
Q07601,Algum médico já lhe receitou algum medicamento para asma (ou bronquite asmática)?,2019
Q07704,. Nas duas últimas semanas o(a) Sr(a) usou os medicamentos orais por causa da asma (ou bronquite asmática) ?,2019
Q07705,Algum dos medicamentos orais para asma (ou bronquite asmática) foi obtido no “Aqui tem Farmácia Popular”?,2019
Q07706,Algum dos medicamentos orais para asma (ou bronquite asmática) foi obtido em serviço público de saúde?,2019
Q07707,O(A) Sr(a) pagou algum valor pelos medicamentos orais para asma?,2019
Q07708,Nas duas últimas semanas o(a) Sr(a) usou aerossóis (bombinha) por causa da asma (ou bronquite asmática),2019
Q07709,Algum dos aerossóis (bombinha) para asma (ou bronquite asmática) foi obtido no “Aqui tem Farmácia Popular”?,2019
Q07710,Algum dos aerossóis (bombinha) para asma (ou bronquite asmática) foi obtido em serviço público de saúde?,2019
Q07711,O(A) Sr(a) pagou algum valor pelos aerossóis (bombinha) para asma?,2019
Q078,"Em geral, em que grau a asma limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2019
Q079,Algum médico já lhe deu o diagnóstico de artrite ou reumatismo?,2019
Q080,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de artrite ou reumatismo?,2019
Q08107,Recomendação para praticar atividade física regularmente,2019
Q08108,Recomendação para Fazer fisioterapia,2019
Q08109,Recomendação para Usar medicamentos ou injeções,2019
Q08110,"Recomendação para Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar",2019
Q08111,Recomendação para Fazer acompanhamento regular com profissional de saúde,2019
Q082,O(A) Sr(a) já fez alguma cirurgia por causa da artrite ou reumatismo?,2019
Q083,"Em geral, em que grau a artrite ou reumatismo limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2019
Q084,"O(a) Sr(a) tem algum problema crônico de coluna, como dor crônica nas costas ou no pescoço, lombalgia, dor ciática, problemas nas vértebras ou disco?",2019
Q085,Que idade o(a) Sr(a) tinha quando começou o problema na coluna?,2019
Q08607,Pratica exercício regularmente por causa do problema na coluna,2019
Q08608,Faz fisioterapia por causa do problema na coluna,2019
Q08609,Usa medicamentos ou injeções,2019
Q08610,"Faz uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar por causa do problema na coluna",2019
Q08611,Faz acompanhamento regular com profissional de saúde por causa do problema na coluna,2019
Q087,"Em geral, em que grau o problema na coluna limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2019
Q088,Algum médico já lhe deu o diagnóstico de DORT?,2019
Q08901,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de DORT?,2019
Q09007,Recomendado para DORT Praticar exercício regularmente,2019
Q09008,Recomendado para DORT Fazer fisioterapia,2019
Q09009,Recomendado para DORT Usar medicamentos ou injeções,2019
Q09010,"Recomendado para DORT Fazer uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar",2019
Q09011,Recomendado para DORT Fazer acompanhamento regular com profissional de saúde,2019
Q091,"Em geral, em que grau o DORT limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q092,Algum médico ou profissional de saúde mental (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de depressão?,2019
Q09201,Algum médico já lhe receitou algum medicamento para depressão?,2019
Q09202,Nas duas últimas semanas o(a) senhor(a) usou algum medicamento para depressão?,2019
Q09301,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de depressão?,2019
Q094,O(A) Sr(a) vai ao médico/serviço de saúde regularmente por causa da depressão ou só quando tem algum problema?,2019
Q09502,Qual o principal motivo do(a) Sr(a) não visitar o médico/serviço de saúde regularmente por causa da depressão?,2019
Q09605,Por causa da depressão Faz psicoterapia,2019
Q09606,Por causa da depressão Toma medicamentos,2019
Q09607,"Por causa da depressão Faz uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan, liang gong ou alguma outra prática integrativa e complementar",2019
Q098,Algum dos medicamentos para depressão foi obtido em serviço público de saúde?,2019
Q100,O(A) Sr(a) pagou algum valor pelos medicamentos?,2019
Q10101,Quando foi a última vez que o(a) Sr(a) recebeu atendimento médico por causa da depressão?,2019
Q10202,"Na última vez que recebeu assistência médica para depressão, onde o(a) Sr(a) foi atendido?",2019
Q104,O(A) Sr(a) pagou algum valor por esse atendimento?,2019
Q105,Esse atendimento foi feito pelo SUS?,2019
Q106,"Em algum dos atendimentos para depressão, houve encaminhamento para algum acompanhamento com profissional de saúde mental, como psiquiatra ou psicólogo?",2019
Q10701,O(A) Sr(a) conseguiu ir às consultas com profissional especialista de saúde mental?,2019
Q109,"Em geral, em que grau a depressão limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos, etc.)?",2019
Q11006,"Algum médico ou profissional de saúde (como psiquiatra ou psicólogo) já lhe deu o diagnóstico de outra doença mental, como transtorno de ansiedade, síndrome do pânico, esquizofrenia, transtorno bipolar, psicose ou TOC (Transtorno Obsessivo Compulsivo) etc",2019
Q11007,Diagnóstico de Esquizofrenia,2019
Q11008,Diagnóstico de Transtorno bipolar,2019
Q11009,Diagnóstico de TOC (Transtorno obsessivo compulsivo),2019
Q11010,Outro diagnóstico,2019
Q111,Que idade o(a) Sr(a) tinha no primeiro diagnóstico de doença mental?,2019
Q11201,O(A) Sr(a) visita o médico/serviço de saúde regularmente por causa dessa doença mental ou só quando tem algum problema?,2019
Q11405,Por causa da doença mental faz psicoterapia,2019
Q11406,Por causa da doença mental usa medicamentos ou injeções,2019
Q11407,"Por causa da doença mental Faz uso de acupuntura, plantas medicinais e fitoterapia, homeopatia, meditação, yoga, tai chi chuan ou alguma outra prática integrativa e complementar",2019
Q11408,Por causa da doença mental Faz acompanhamento regular com profissional de saúde,2019
Q115,"Em geral, em que grau essa doença mental limita as suas atividades habituais (tais como trabalhar, realizar afazeres domésticos etc.)?",2019
Q11604,"Algum médico já lhe deu o diagnóstico de alguma outra doença crônica no pulmão, tais como enfisema pulmonar, bronquite crônica ou DPOC (Doença Pulmonar Obstrutiva Crônica)?",2019
Q11605,Diagnóstico de enfisema pulmonar,2019
Q11606,Diagnóstico de bronquite crônica,2019
Q11607,Diagnóstico de outro,2019
Q11701,Que idade o(a) Sr(a) tinha no primeiro diagnóstico dessa(s) doença(s) no pulmão?,2019
